genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin,row_id,accession,ambiguous_bases,checkm2_completeness,checkm2_contamination,checkm2_model,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,taxid_match,name_only_match,tempura_name_norm,tempura_binomial,ncbi_taxid,gtdb_name_norm
Methanothermobacter wolfeii,145261,ATCC43096,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,GCA_900095815.1,37,55,NA,NA,74,37,394,RS_GCF_037786815.1,0,99.63,0.12,Specific,99.73,0,188,p__Euryarchaeota (UID3),125,0,1490453,89.64575427808082,14,813506,48.92966029773794,1662603,RS_GCF_025397995.1,FALSE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter wolfei,not type material,none,FALSE,2,2,534575,534575,2094,2,2093,NZ_JAXUHJ010000006.1,none,0,none,none,2093,3849,0,99.857,LT608329.384775.387808,Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter wolfei,118757,118757,FALSE,FALSE,TRUE,329253,329253,Contig,ASM3778681v1,na,PRJNA224116,SAMN38790893,14,329253,none,2024-03-28,GCA_037786815.1,none,full,na,none,none,0,0,Methanothermobacter wolfeii,none,na,5,none,none,none,none,none,2024-03-28,0,145261,1,BSEL-1,Washington State University,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii,0,1662603,11,38,na,1662603,0,JAXUHJ000000000.1,1802,14,2245,1,none,none,none,none,none,none,1482,NZ_JAXUHJ010000012.1,1478,2724,0,99.932,LT608329.382947.384424,Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter wolfei,0,19,38,0,TRUE,FALSE,NA,NA,NA,NA
Methanothermobacter wolfeii,145261,ATCC43096,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,GCA_900095815.1,37,55,NA,NA,74,37,394,GB_GCA_036679255.1,0,80.42,0.03,Specific,75.6,0,188,p__Euryarchaeota (UID3),125,0,1179462,89.36279508856256,5,644224,48.81009926825462,1319858,RS_GCF_025397995.1,FALSE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter wolfei,not type material,none,FALSE,1,1,779911,779911,779911,2,3027,JAZIGD010000001.1,none,0,none,none,3028,5234,0,97.886,LT608329.384775.387808,Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter wolfei,263971,263971,FALSE,FALSE,TRUE,779911,779911,Contig,ASM3667925v1,na,PRJNA885503,SAMN35099983,5,779911,none,2024-02-16,GCA_036679255.1,derived from metagenome,full,bin5.1.modf,none,none,0,none,Methanothermobacter wolfeii,none,na,none,none,none,none,none,none,2024-02-16,0,145261,none,bin5.1.modf,University of British Columbia,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii,0,1319858,none,none,na,1319858,0,JAZIGD000000000.1,1403,5,779911,2,none,none,none,none,none,none,1482,JAZIGD010000001.1,1483,2514,0,97.303,AP017647.185701.187183,Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter sp. MT-2,0,14,27,0,TRUE,FALSE,NA,NA,NA,NA
Methanothermobacter wolfeii,145261,ATCC43096,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,GCA_900095815.1,37,55,NA,NA,74,37,394,RS_GCF_025397995.1,0,99.8,0.03,Specific,100,0,188,p__Euryarchaeota (UID3),125,0,1520238,89.07444461696662,1,830613,48.667637347989256,1706705,RS_GCF_025397995.1,TRUE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter wolfei,type strain of species,LPSN,FALSE,1,1,1706705,1706705,1706705,2,3026,NZ_CP104550.1,none,0,none,none,3026,5561,0,99.835,LT608329.384775.387808,Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter wolfei,1706705,1706705,FALSE,FALSE,TRUE,1706705,1706705,Complete Genome,ASM2539799v1,na,PRJNA224116,SAMN30825859,none,none,none,2022-09-24,GCA_025397995.1,none,full,na,none,none,1,0,Methanothermobacter wolfeii,none,representative genome,8,1,1,1706705,1706705,1706705,2022-09-24,0,145261,2,DSM 2970,NEB,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii,0,1706705,11,39,assembly from type material,1706705,0,na,1847,1,1706705,2,none,none,none,none,none,none,1482,NZ_CP104550.1,1478,2730,0,100,LT608329.272087.273564,Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter wolfei,0,19,39,0,TRUE,FALSE,NA,NA,NA,NA
Methanothermococcus okinawensis,155863,IH1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,GCA_000179575.2,40,62.5,60,65,75,35,395,GB_GCA_015663055.1,0,82.74,0.01,Specific,91.13,0.53,308,p__Euryarchaeota (UID5),210,0,904259,84.63492455703405,259,379784,35.54622092560718,1068423,RS_GCF_004310395.1,FALSE,d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus abyssi,not type material,none,FALSE,70,70,13763,13763,none,0,none,none,2862,1,80,DQSW01000141.1,none,none,none,none,none,none,4125,4125,FALSE,FALSE,TRUE,5164,5164,Contig,ASM1566305v1,na,PRJNA488180,SAMN09926463,259,5164,Atlantic Ocean: Mid Cayman Rise,2020-11-23,GCA_015663055.1,derived from metagenome,full,SZUA-1388,Mid-Cayman Rise Vent Fluids,18.5466 N 81.7182 W,0,0,Methanothermococcus okinawensis,none,na,1,none,none,none,none,none,2020-11-23,0,155863,0,SZUA-1388,The University of Hong Kong,d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,0,1068423,11,28,na,1068423,0,DQSW00000000.1,1164,259,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,18,29,1,TRUE,FALSE,NA,NA,NA,NA
Methanothermococcus okinawensis,155863,IH1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,GCA_000179575.2,40,62.5,60,65,75,35,395,GB_GCA_015661555.1,0,99.8,1.34,Specific,96.19,0.78,308,p__Euryarchaeota (UID5),210,100,994472,94.4338037905628,117,457462,43.44001314228902,1053089,GB_GCA_015661555.1,TRUE,d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_B,not type material,none,FALSE,25,25,41739,41739,none,0,none,none,18047,1,83,DQVW01000015.1,none,none,none,none,none,none,9000,9000,FALSE,FALSE,TRUE,13916,13916,Contig,ASM1566155v1,na,PRJNA488180,SAMN09926541,117,13916,Atlantic Ocean: Mid Cayman Rise,2020-11-23,GCA_015661555.1,derived from metagenome,full,SZUA-1534,Mid-Cayman Rise Vent Fluids,18.375 N 81.7976 W,0,0,Methanothermococcus okinawensis,none,na,1,none,none,none,none,none,2020-11-23,0,155863,0,SZUA-1534,The University of Hong Kong,d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,0,1053089,11,31,na,1053089,0,DQVW00000000.1,1224,117,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,17,31,1,TRUE,FALSE,NA,NA,NA,NA
Methanothermococcus okinawensis,155863,IH1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,GCA_000179575.2,40,62.5,60,65,75,35,395,GB_GCA_015661585.1,0,64.88,1.27,Specific,80.66,0.71,308,p__Euryarchaeota (UID5),210,75,874788,79.49127792069483,244,392887,35.70132387324475,1100483,GB_GCA_015661585.1,TRUE,d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_D,not type material,none,FALSE,65,65,21255,21255,none,0,none,none,none,0,none,none,none,none,none,none,none,none,4510,4510,FALSE,FALSE,TRUE,5839,5839,Contig,ASM1566158v1,na,PRJNA488180,SAMN09926539,244,5839,Atlantic Ocean: Mid Cayman Rise,2020-11-23,GCA_015661585.1,derived from metagenome,full,SZUA-1532,Mid-Cayman Rise Vent Fluids,18.375 N 81.7976 W,0,0,Methanothermococcus okinawensis,none,na,0,none,none,none,none,none,2020-11-23,0,155863,0,SZUA-1532,The University of Hong Kong,d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,0,1100483,11,25,na,1100483,0,DQVU00000000.1,1235,244,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,16,24,1,TRUE,FALSE,NA,NA,NA,NA
Methanothermococcus okinawensis,155863,IH1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,GCA_000179575.2,40,62.5,60,65,75,35,395,GB_GCA_015662355.1,0,96.81,0.01,Specific,97.14,2.42,308,p__Euryarchaeota (UID5),210,28.57,957632,93.83351378893065,90,420465,41.19923767716902,1020565,GB_GCA_015662355.1,TRUE,d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_A,not type material,none,FALSE,16,16,64226,64226,8843,1,224,DQUI01000072.1,8648,1,82,DQUI01000020.1,225,289,1.13e-76,90.222,CP002792.713775.716738,Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;Methanothermococcus okinawensis IH1,11339,11339,FALSE,FALSE,TRUE,20778,20778,Contig,ASM1566235v1,na,PRJNA488180,SAMN09926501,90,20778,Atlantic Ocean: Mid Cayman Rise,2020-11-23,GCA_015662355.1,derived from metagenome,full,SZUA-1453,Mid-Cayman Rise Vent Fluids,18.3769 N 81.7979 W,0,0,Methanothermococcus okinawensis,none,na,1,none,none,none,none,none,2020-11-23,0,155863,0,SZUA-1453,The University of Hong Kong,d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,0,1020565,11,31,na,1020565,0,DQUI00000000.1,1167,90,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,17,32,1,TRUE,FALSE,NA,NA,NA,NA
Methanothermococcus okinawensis,155863,IH1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,GCA_000179575.2,40,62.5,60,65,75,35,395,GB_GCA_015663075.1,0,81.57,0.23,Specific,86.47,1.67,308,p__Euryarchaeota (UID5),210,50,872137,79.64306880829035,99,333550,30.459601646306993,1095057,GB_GCA_015663075.1,TRUE,d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_C,not type material,none,FALSE,23,23,42403,42403,23582,1,810,DQSV01000089.1,23582,1,93,DQSV01000089.1,812,1380,0,97.414,CP002792.713775.716738,Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;Methanothermococcus okinawensis IH1,11061,11061,FALSE,FALSE,TRUE,16117,16117,Contig,ASM1566307v1,na,PRJNA488180,SAMN09926462,99,16117,Atlantic Ocean: Mid Cayman Rise,2020-11-23,GCA_015663075.1,derived from metagenome,full,SZUA-1385,Mid-Cayman Rise Vent Fluids,18.5466 N 81.7182 W,0,0,Methanothermococcus okinawensis,none,na,3,none,none,none,none,none,2020-11-23,0,155863,1,SZUA-1385,The University of Hong Kong,d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,0,1095057,11,24,na,1095057,0,DQSV00000000.1,1077,99,9367,1,none,none,none,none,none,none,306,DQSV01000008.1,306,505,1.64e-141,96.405,CP002792.716965.718433,Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;Methanothermococcus okinawensis IH1,0,15,24,0,TRUE,FALSE,NA,NA,NA,NA
Methanothermococcus okinawensis,155863,IH1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,GCA_000179575.2,40,62.5,60,65,75,35,395,GB_GCA_015662225.1,0,95.2,0.71,Specific,95.71,3.81,308,p__Euryarchaeota (UID5),210,25,984181,93.90009684051846,68,431021,41.12344542345067,1048115,GB_GCA_015662355.1,FALSE,d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_A,not type material,none,FALSE,12,12,65001,65001,none,0,none,none,none,0,none,none,none,none,none,none,none,none,15413,15413,FALSE,FALSE,TRUE,29841,29841,Contig,ASM1566222v1,na,PRJNA488180,SAMN09926507,68,29841,Atlantic Ocean: Mid Cayman Rise,2020-11-23,GCA_015662225.1,derived from metagenome,full,SZUA-1471,Mid-Cayman Rise Vent Fluids,18.3767 N 81.7981 W,0,0,Methanothermococcus okinawensis,none,na,1,none,none,none,none,none,2020-11-23,0,155863,0,SZUA-1471,The University of Hong Kong,d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis,0,1048115,11,34,na,1048115,0,DQUO00000000.1,1179,68,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,17,34,1,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_038448995.1,0,99.98,0.15,Specific,99.35,0.65,228,p__Euryarchaeota (UID49),153,0,2127609,86.80961332021701,111,1283064,52.350920542774034,2450891,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,25,25,116129,116129,none,0,none,none,none,0,none,none,none,none,none,none,none,none,22080,22080,FALSE,FALSE,TRUE,31824,31824,Contig,ASM3844899v1,na,PRJNA224116,SAMN40975151,111,31824,none,2024-04-25,GCA_038448995.1,derived from metagenome,full,MillC_msp_mb_bin.55,none,none,0,0,Methanothrix soehngenii,none,na,0,none,none,none,none,none,2024-04-25,0,2223,0,MillC_msp_mb_bin.55,University of Toronto,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,0,2450891,11,46,na,2450891,0,JBCEYR000000000.1,2510,111,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_036838265.1,0,98.01,0.14,Specific,95.42,0.33,228,p__Euryarchaeota (UID49),153,0,1929625,86.5185521960703,221,1176694,52.90409773932405,2230302,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,43,33,67901,67901,none,0,none,none,none,0,none,none,none,none,none,none,none,none,10064,13939,FALSE,FALSE,TRUE,15913,21228,Scaffold,ASM3683826v1,na,PRJNA224116,SAMN28751203,221,15913,none,2024-02-23,GCA_036838265.1,derived from metagenome,full,CTOTU19887,none,none,0,0,Methanothrix soehngenii,none,na,0,160,33,21228,12311,6670,2024-02-23,61,2223,0,CTOTU19887,Helmholtz Centre for Environmental Research - UFZ,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,6100,2230302,11,43,na,2224202,0,DAITGN000000000.1,2296,160,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,6100,19,43,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_036829155.1,0,96.24,2.62,Specific,97.36,1.31,228,p__Euryarchaeota (UID49),153,50,2071933,87.29923581204608,187,1243512,52.43686763265957,2373369,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,40,29,59429,83738,none,0,none,none,none,0,none,none,none,none,none,none,none,none,12681,18256,FALSE,FALSE,TRUE,19628,26025,Scaffold,ASM3682915v1,na,PRJNA224116,SAMN28750528,187,19628,none,2024-02-23,GCA_036829155.1,derived from metagenome,full,CTOTU40276,none,none,0,0,Methanothrix soehngenii,none,na,0,130,29,26025,16818,8762,2024-02-23,57,2223,0,CTOTU40276,Helmholtz Centre for Environmental Research - UFZ,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,1923,2373369,11,44,na,2371446,0,DAISQZ000000000.1,2589,130,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1923,19,44,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,GB_GCA_035368945.1,0,99.96,0.28,Specific,99.35,1.31,228,p__Euryarchaeota (UID49),153,0,2409124,86.46173645995994,95,1442141,51.76669788398286,2786347,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,18,18,134663,134663,none,0,none,none,none,0,none,none,none,none,none,none,none,none,29324,30959,FALSE,FALSE,TRUE,49928,50303,Scaffold,ASM3536894v1,na,PRJNA925477,SAMN32863150,95,49928,none,2024-01-09,GCA_035368945.1,derived from metagenome,full,AMR_MDS_1621,none,none,0,0,Methanothrix soehngenii,none,na,0,90,18,50303,30941,20168,2024-01-09,5,2223,0,AMR_MDS_1621,CLUE-TERRA,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,500,2786347,11,46,na,2785847,0,DAOSLO000000000.1,2780,90,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,500,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,GB_GCA_012517695.1,0,95.11,0.08,Specific,94.61,2.29,228,p__Euryarchaeota (UID49),153,75,1933102,87.74387584147748,242,1165083,52.883344022724145,2203119,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,49,49,43063,43063,none,0,none,none,none,0,none,none,none,none,none,none,none,none,9103,9103,FALSE,FALSE,TRUE,14508,14508,Contig,ASM1251769v1,na,PRJNA602310,SAMN13894284,242,14508,none,2020-04-18,GCA_012517695.1,derived from metagenome,full,AS27yjCOA_157,anaerobic digestion of organic wastes under variable temperature conditions and feedstocks,none,0,0,Methanothrix soehngenii,none,na,0,none,none,none,none,none,2020-04-18,0,2223,0,AS27yjCOA_157,Technical University of Denmark,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,0,2203119,11,37,na,2203119,0,JAAYUN000000000.1,2376,242,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,18,37,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_028714415.1,0,98.89,0.03,Specific,94.44,1.31,228,p__Euryarchaeota (UID49),153,50,2009396,87.52357531075853,140,1204535,52.49584447212376,2295834,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,33,30,98267,98267,none,0,none,none,20779,1,118,NZ_JAQTND010000042.1,none,none,none,none,none,none,16389,18077,FALSE,FALSE,TRUE,22053,23870,Scaffold,ASM2871441v1,na,PRJNA224116,SAMN32731769,140,22053,USA,2023-02-18,GCA_028714415.1,derived from metagenome,full,STA_56,NEUS_A leachate from a leachate well at an active municipal landfill in the North Eastern United States,38.96 N 75.67 W,0,0,Methanothrix soehngenii,none,na,3,127,30,23870,16483,9653,2023-02-18,13,2223,2,STA_56,University of Waterloo,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,1300,2295834,11,41,na,2294534,0,JAQTND000000000.1,2459,127,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1300,18,41,0,TRUE,FALSE,NA,NA,NA,NA
